cci,trend_score,indicator
100.4345,-0.6034181220595345,Peplums
100.7531,-0.6034181220595345,Peplums
100.9735,-0.6034181220595345,Peplums
101.0192,-0.6034181220595345,Peplums
100.9796,-0.6034181220595345,Peplums
100.8748,-0.6034181220595345,Peplums
100.7045,-0.6034181220595345,Peplums
100.6121,-0.6034181220595345,Peplums
100.5865,-0.6034181220595345,Peplums
100.6138,-0.6034181220595345,Peplums
100.7571,-0.6034181220595345,Peplums
100.9613,-0.6034181220595345,Peplums
101.0749,-0.6034181220595345,Peplums
101.1291,-0.6034181220595345,Peplums
101.1371,-0.6034181220595345,Peplums
101.0739,-0.6034181220595345,Peplums
100.9943,-0.6034181220595345,Peplums
100.9702,-0.6034181220595345,Peplums
100.9881,-0.6034181220595345,Peplums
100.9631,-0.6034181220595345,Peplums
100.9196,-0.6034181220595345,Peplums
100.7676,-0.6034181220595345,Peplums
100.5712,-0.6034181220595345,Peplums
100.3328,-0.6034181220595345,Peplums
100.0589,-0.6034181220595345,Peplums
99.8483,-0.6034181220595345,Peplums
99.63045,-0.6034181220595345,Peplums
99.32162,-0.6034181220595345,Peplums
98.95058,-0.6034181220595345,Peplums
98.49242,-0.6034181220595345,Peplums
98.04234,-0.6034181220595345,Peplums
97.69081,-0.6034181220595345,Peplums
97.58231,-0.6034181220595345,Peplums
97.66558,-0.6034181220595345,Peplums
97.67867,-0.6034181220595345,Peplums
97.41298,-0.6034181220595345,Peplums
97.16837,-0.6034181220595345,Peplums
97.03234,-0.6034181220595345,Peplums
96.9688,-0.6034181220595345,Peplums
96.97824,-0.0902270555189833,Peplums
97.20629,-0.5723336116045755,Peplums
97.66534,-0.6034181220595345,Peplums
98.12306,-0.1543759388365522,Peplums
98.46567,-0.6034181220595345,Peplums
98.68877,-0.6034181220595345,Peplums
98.89773,-0.5567913563770961,Peplums
99.11938,-0.5567913563770961,Peplums
99.21873,-0.5723336116045755,Peplums
99.24712,-0.6034181220595345,Peplums
99.30729,-0.5723336116045755,Peplums
99.37518,-0.5567913563770961,Peplums
99.39132,-0.5412491011496166,Peplums
99.38895,-0.5723336116045755,Peplums
99.36604,-0.5567913563770961,Peplums
99.31453,-0.5567913563770961,Peplums
99.26768,-0.5567913563770961,Peplums
99.21994,-0.5567913563770961,Peplums
99.23846,-0.5567913563770961,Peplums
99.2652,-0.5567913563770961,Peplums
99.30903,-0.5567913563770961,Peplums
99.38902,-0.5567913563770961,Peplums
99.42262,-0.5412491011496166,Peplums
99.38183,-0.2365419053911644,Peplums
99.27272,-0.52569219723672,Peplums
99.04582,-0.2049477806488756,Peplums
98.91441,-0.1889105598194833,Peplums
98.90597,-0.1728733389900912,Peplums
98.82299,-0.3006907887087333,Peplums
98.58913,-0.1728733389900912,Peplums
98.31213,-0.4946076867817611,Peplums
98.20346,-0.2856288503977495,Peplums
98.21943,-0.2219749326820934,Peplums
98.35287,-0.2545443399427906,Peplums
98.53907,-0.4479662724139058,Peplums
98.7452,-0.1272218558260613,Peplums
98.89159,0.1234780362775124,Peplums
98.95768,0.0904136634149024,Peplums
98.95599,0.3581407075516938,Peplums
98.92139,0.3911904317288867,Peplums
98.82849,0.2623976994918362,Peplums
98.77732,0.3070739001374576,Peplums
98.77785,0.6510419722913252,Peplums
98.82154,1.1485113290540043,Peplums
98.88181,1.039191279488901,Peplums
98.89039,0.9424876375960526,Peplums
98.8409,0.9740671136529244,Peplums
98.90736,0.8963411888301096,Peplums
99.02441,1.0683252249070434,Peplums
99.13401,1.4001865036759868,Peplums
99.24032,1.2408042265858898,Peplums
99.38569,1.368607027619115,Peplums
99.51501,0.961960320268,Peplums
99.6199,0.7554416632081349,Peplums
99.63353,0.946898381957016,Peplums
99.58079,0.9303808442111282,Peplums
99.50854,0.7433348698232105,Peplums
99.53588,0.6174972825122195,Peplums
99.62159,0.5062120192248825,Peplums
99.67623,0.6194624962344535,Peplums
99.72331,0.6189675306325408,Peplums
99.81053,0.5999898135625061,Peplums
99.91844,0.8240159395720845,Peplums
99.9707,0.7146958900069813,Peplums
99.98325,0.3512551351811664,Peplums
99.96016,0.4644909635053205,Peplums
99.94144,0.0184039252083976,Peplums
99.95289,0.3517501007830791,Peplums
100.0072,0.2268877959904965,Peplums
100.1152,0.1496568367695949,Peplums
100.3015,-0.0904211587547926,Peplums
100.5061,0.085507953452026,Peplums
100.6415,0.1977684992577716,Peplums
100.7004,0.3075688657393704,Peplums
100.6971,0.2910366793080654,Peplums
100.6304,0.246360478662444,Peplums
100.5792,0.0719162632613634,Peplums
100.4717,0.1025204567998267,Peplums
100.3844,0.1195476088330444,Peplums
100.3574,0.1035103880036522,Peplums
100.4646,0.0889434152945811,Peplums
100.6011,-0.038379068822148,Peplums
100.6466,-0.069463579277107,Peplums
100.578,-0.0072799096817721,Peplums
100.4687,-0.0077748752836849,Peplums
100.4043,0.1030154224017395,Peplums
100.4072,0.0072870630272989,Peplums
100.4591,0.1992387473780928,Peplums
100.4482,0.0578442561542052,Peplums
100.369,0.0738814769835974,Peplums
100.353,0.010722524869854,Peplums
100.3886,-0.0373891376183225,Peplums
100.4265,-0.0368941720164098,Peplums
100.4984,-0.0684882967586985,Peplums
100.5551,-0.0995728072136575,Peplums
100.5492,-0.0524510759293063,Peplums
100.5726,-0.0048197303576253,Peplums
100.6716,0.0904136634149024,Peplums
100.7779,0.2979222516785928,Peplums
100.8479,0.1059559186423819,Peplums
100.8715,0.4762968945241413,Peplums
100.9022,0.4758019289222284,Peplums
100.9646,0.4131232937249809,Peplums
101.0394,0.1239583531940081,Peplums
101.1279,0.2357385820832579,Peplums
101.1537,0.1409855052272258,Peplums
101.1465,-0.0504712135216553,Peplums
101.1462,0.0933688083409619,Peplums
101.1635,0.1575176916585308,Peplums
101.1716,0.3961107903771801,Peplums
101.1573,0.5248888739288137,Peplums
101.1505,0.4928144322700291,Peplums
101.1641,0.5414210603601186,Peplums
101.1837,0.5414210603601186,Peplums
101.1361,0.2697782374642764,Peplums
101.0653,0.1580126572604435,Peplums
100.9734,0.1269134981200675,Peplums
100.8683,0.014652952314322,Peplums
100.7913,0.144420967069781,Peplums
100.7627,0.1274084637219803,Peplums
100.828,0.2386790783239004,Peplums
100.9065,0.398076004099414,Peplums
100.9201,0.3183848655543658,Peplums
100.8882,0.414608190530719,Peplums
100.7932,0.4316206938785198,Peplums
100.665,0.4476579147079119,Peplums
100.5145,0.303322927243382,Peplums
100.4945,0.2075945678689414,Peplums
100.5689,0.0958289876651086,Peplums
100.712,-0.0003943373112447,Peplums
100.8151,-0.0640629037123178,Peplums
100.7446,0.1118662084945008,Peplums
100.2593,0.0953340220631958,Peplums
99.21815,0.0977942013873426,Peplums
98.10604,0.0832272286782716,Peplums
97.75997,0.2265722849389761,Peplums
97.96384,0.2737086649087441,Peplums
98.23829,0.2732136993068316,Peplums
98.49018,0.1293736774442143,Peplums
98.70477,0.0176080972403814,Peplums
98.78632,0.0171131316384687,Peplums
98.79976,-0.1106896693947563,Peplums
98.91467,-0.1267268902241485,Peplums
99.05409,-0.0620976899900839,Peplums
99.32957,-0.0144663444184029,Peplums
99.73615,0.3373625826244004,Peplums
100.0586,0.4476579147079119,Peplums
100.3027,0.5764506469449625,Peplums
100.4537,0.336387300105992,Peplums
100.3535,0.2406442920461343,Peplums
100.1148,0.3533998034537926,Peplums
99.95164,0.0481976420934276,Peplums
99.76938,0.1283837462403887,Peplums
99.54403,0.0171131316384687,Peplums
99.30601,-0.0791101933378846,Peplums
98.97307,0.0968042701835171,Peplums
98.51152,0.2566815128755266,Peplums
97.96985,0.5599184605136576,Peplums
97.5761,0.5443762052861781,Peplums
97.20341,0.6731689375232287,Peplums
96.8323,0.6099953367240682,Peplums
96.63258,0.4015114659419692,Peplums
96.6407,0.4807222875705219,Peplums
96.66358,0.305288140965616,Peplums
96.7627,0.2251020368186548,Peplums
96.9458,0.0496825388991659,Peplums
97.21941,-0.0305035652477951,Peplums
97.52456,0.0812620149560376,Peplums
97.77238,0.2411392576480471,Peplums
97.93935,0.2727187337049188,Peplums
98.14481,0.6571317166938363,Peplums
98.32935,0.5298092325771071,Peplums
98.50545,0.5609083917174831,Peplums
98.58678,0.5613887086339788,Peplums
98.48763,0.5298092325771071,Peplums
98.32858,0.305288140965616,Peplums
98.22819,0.2897458857381365,Peplums
98.33882,0.113336456614822,Peplums
98.66457,-0.0781349108194761,Peplums
99.00814,0.3859692107144897,Peplums
99.19379,0.4010165003400565,Peplums
99.2499,0.5759556813430498,Peplums
99.17113,0.7212806000114054,Peplums
99.02784,0.8014667041583664,Peplums
98.94792,0.9307397533119126,Peplums
98.92973,0.7703675450179903,Peplums
98.96976,0.8821331252218233,Peplums
99.04605,0.7533550416701897,Peplums
99.12044,1.024997864566032,Peplums
99.1316,0.4180436523732742,Peplums
99.0723,0.3699319898850975,Peplums
100.8491,-0.8755766689117914,Blazers
100.8355,-0.8756066981242943,Blazers
100.7913,-0.8755916835180428,Blazers
100.7505,-0.8756217120672978,Blazers
100.7282,-0.8756217120672978,Blazers
100.7717,-0.8756517412798007,Blazers
100.8285,-0.8756066981242943,Blazers
100.8303,-0.8755466396992885,Blazers
100.8061,-0.8755466396992885,Blazers
100.81,-0.8754865819375307,Blazers
100.8644,-0.8754715673312792,Blazers
100.9582,-0.8754115095695214,Blazers
101.0323,-0.8755466396992885,Blazers
101.011,-0.8755316250930371,Blazers
100.8773,-0.8755316250930371,Blazers
100.7314,-0.8755916835180428,Blazers
100.6746,-0.8755766689117914,Blazers
100.7139,-0.8756217120672978,Blazers
100.6771,-0.8755916835180428,Blazers
100.4738,-0.8755316250930371,Blazers
100.2284,-0.8755466396992885,Blazers
100.2087,-0.8755166111500335,Blazers
100.4345,-0.8754865819375307,Blazers
100.7531,-0.8754565527250278,Blazers
100.9735,-0.8755766689117914,Blazers
101.0192,-0.8755616543055399,Blazers
100.9796,-0.8755916835180428,Blazers
100.8748,-0.8756217120672978,Blazers
100.7045,-0.8756367266735491,Blazers
100.6121,-0.8756517412798007,Blazers
100.5865,-0.8756517412798007,Blazers
100.6138,-0.8756217120672978,Blazers
100.7571,-0.8755916835180428,Blazers
100.9613,-0.8755466396992885,Blazers
101.0749,-0.8755466396992885,Blazers
101.1291,-0.875501596543782,Blazers
101.1371,-0.8756066981242943,Blazers
101.0739,-0.8756367266735491,Blazers
100.9943,-0.8756217120672978,Blazers
100.9702,-0.8756367266735491,Blazers
100.9881,-0.8756367266735491,Blazers
100.9631,-0.8756367266735491,Blazers
100.9196,-0.8756367266735491,Blazers
100.7676,-0.8756367266735491,Blazers
100.5712,-0.8756066981242943,Blazers
100.3328,-0.8756066981242943,Blazers
100.0589,-0.8755616543055399,Blazers
99.8483,-0.8755466396992885,Blazers
99.63045,-0.8756066981242943,Blazers
99.32162,-0.8755916835180428,Blazers
98.95058,-0.8756217120672978,Blazers
98.49242,-0.8756066981242943,Blazers
98.04234,-0.8756217120672978,Blazers
97.69081,-0.8755916835180428,Blazers
97.58231,-0.8756217120672978,Blazers
97.66558,-0.8756217120672978,Blazers
97.67867,-0.8756066981242943,Blazers
97.41298,-0.8755466396992885,Blazers
97.16837,-0.8755316250930371,Blazers
97.03234,-0.8754865819375307,Blazers
96.9688,-0.8755616543055399,Blazers
96.97824,-0.8755766689117914,Blazers
97.20629,-0.8755466396992885,Blazers
97.66534,-0.8755466396992885,Blazers
98.12306,-0.8755916835180428,Blazers
98.46567,-0.8755916835180428,Blazers
98.68877,-0.8755916835180428,Blazers
98.89773,-0.8755316250930371,Blazers
99.11938,-0.6767280109317151,Blazers
99.21873,-0.8754565527250278,Blazers
99.24712,-0.8754715673312792,Blazers
99.30729,-0.875366465750767,Blazers
99.37518,-0.875501596543782,Blazers
99.39132,-0.8755166111500335,Blazers
99.38895,-0.6766679531699573,Blazers
99.36604,-0.6767129969887116,Blazers
99.31453,-0.8755616543055399,Blazers
99.26768,-0.8756367266735491,Blazers
99.21994,-0.7165797657327323,Blazers
99.23846,-0.7164896787584715,Blazers
99.2652,-0.8755316250930371,Blazers
99.30903,-0.7163995917842108,Blazers
99.38902,-0.6964760765383081,Blazers
99.42262,-0.6567144093747997,Blazers
99.38183,-0.6567294233178033,Blazers
99.27272,-0.7363080924238619,Blazers
99.04582,-0.6567744671365576,Blazers
98.91441,-0.6169977847035498,Blazers
98.90597,-0.6368659664969066,Blazers
98.82299,-0.6767430255379666,Blazers
98.58913,-0.8755466396992885,Blazers
98.31213,-0.6368659664969066,Blazers
98.20346,-0.6964460479890533,Blazers
98.21943,-0.5770606679007318,Blazers
98.35287,-0.4776438462138194,Blazers
98.53907,0.2627024190404031,Blazers
98.7452,0.1527069441400082,Blazers
98.89159,0.2176586002860748,Blazers
98.95768,-0.5969541539341314,Blazers
98.95599,0.1726154447796594,Blazers
98.92139,-0.6169527415480435,Blazers
98.82849,-0.5573126022941387,Blazers
98.77732,-0.6368359372844036,Blazers
98.77785,-0.6367158217608879,Blazers
98.82154,0.1628276560032426,Blazers
98.88181,0.2026446572825449,Blazers
98.89039,0.0881578958916438,Blazers
98.8409,0.2379000240125436,Blazers
98.90736,0.06831974331079,Blazers
99.02441,0.0881578958916438,Blazers
99.13401,0.1827361566428937,Blazers
99.24032,0.0183820301682534,Blazers
99.38569,-0.6169076977292891,Blazers
99.51501,-0.636850951890655,Blazers
99.6199,-0.7164146063904622,Blazers
99.63353,-0.6566843801622969,Blazers
99.58079,0.0333966364196962,Blazers
99.50854,0.1580034464259188,Blazers
99.53588,0.1531095520377104,Blazers
99.62159,0.0537077449570494,Blazers
99.67623,0.0731432896402011,Blazers
99.72331,0.0585312912864604,Blazers
99.81053,0.06831974331079,Blazers
99.91844,0.1730180526773615,Blazers
99.9707,0.108066396531295,Blazers
99.98325,-0.6169527415480435,Blazers
99.96016,-0.736278063874607,Blazers
99.94144,-0.6367908941288973,Blazers
99.95289,0.0533051370593473,Blazers
100.0072,0.1230810027827377,Blazers
100.1152,0.1880326589288042,Blazers
100.3015,0.1734213238229765,Blazers
100.5061,0.0333966364196962,Blazers
100.6415,0.0934543981775543,Blazers
100.7004,0.2127647058978664,Blazers
100.6971,0.0934543981775543,Blazers
100.6304,0.0382905308079045,Blazers
100.5792,-0.6566993947685483,Blazers
100.4717,-0.6766229100144509,Blazers
100.3844,-0.6964010041702988,Blazers
100.3574,0.0979456846680606,Blazers
100.4646,0.2679285732675163,Blazers
100.6011,0.1734213238229765,Blazers
100.6466,0.1437947192177932,Blazers
100.578,0.1332010513980593,Blazers
100.4687,0.2232880256588029,Blazers
100.4043,0.2281819200470113,Blazers
100.4072,0.2431965262984541,Blazers
100.4591,0.1584067175715337,Blazers
100.4482,-0.6964010041702988,Blazers
100.369,-0.6566993947685483,Blazers
100.353,-0.676592880801948,Blazers
100.3886,0.1332010513980593,Blazers
100.4265,0.2882403450527824,Blazers
100.4984,0.1336043225436743,Blazers
100.5551,0.183541372438298,Blazers
100.5492,0.1535128231833254,Blazers
100.5726,0.1486182655472041,Blazers
100.6716,0.2232880256588029,Blazers
100.7779,0.2931342394409907,Blazers
100.8479,0.148215657649502,Blazers
100.8715,-0.6765328230401901,Blazers
100.9022,-0.6168776691800341,Blazers
100.9646,-0.0213646230522514,Blazers
101.0394,0.3129723920218445,Blazers
101.1279,0.41325042620462,Blazers
101.1537,0.3434042124224322,Blazers
101.1465,0.2886429529504845,Blazers
101.1462,0.1437947192177932,Blazers
101.1635,0.2631050269381053,Blazers
101.1716,0.3381773949474062,Blazers
101.1573,0.3527893933011468,Blazers
101.1505,0.2578085246521947,Blazers
101.1641,0.0731432896402011,Blazers
101.1837,-0.6168776691800341,Blazers
101.1361,0.0382905308079045,Blazers
101.0653,0.3625068340187661,Blazers
100.9734,0.5776038894313474,Blazers
100.8683,0.437982473173682,Blazers
100.7913,0.4383850810713842,Blazers
100.7627,0.3828186058040323,Blazers
100.828,0.377924048167911,Blazers
100.9065,0.4180739725340309,Blazers
100.9201,0.4927437326456299,Blazers
100.8882,0.4326853076398587,Blazers
100.7932,0.2228854177611008,Blazers
100.665,0.1129602909195034,Blazers
100.5145,0.1580034464259188,Blazers
100.4945,0.4180739725340309,Blazers
100.5689,0.572709995043139,Blazers
100.712,0.5926184956827901,Blazers
100.8151,0.6128592561613461,Blazers
100.7446,0.4176707013884159,Blazers
100.2593,0.6469764840091229,Blazers
99.21815,-0.5373290286232305,Blazers
98.10604,-0.5772258272430019,Blazers
97.75997,-0.5573426308433937,Blazers
97.96384,-0.5772108126367504,Blazers
98.23829,-0.5174355425898307,Blazers
98.49018,0.2172559923883727,Blazers
98.70477,0.4659973196922312,Blazers
98.78632,0.5715015081021197,Blazers
98.79976,0.3970273330121578,Blazers
98.91467,0.3921334386239496,Blazers
99.05409,0.3868362730901261,Blazers
99.32957,0.4765206394531677,Blazers
99.73615,0.6855146502886085,Blazers
100.0586,0.6908118158224319,Blazers
100.3027,0.6112481613226248,Blazers
100.4537,0.5061465808104383,Blazers
100.3535,0.7107203164620831,Blazers
100.1148,0.7609902894435244,Blazers
99.95164,1.2544546135172348,Blazers
99.76938,1.7832446523797412,Blazers
99.54403,1.659443058168923,Blazers
99.30601,1.4646577745416076,Blazers
98.97307,1.528400943746655,Blazers
98.51152,1.8526172469575164,Blazers
97.96985,2.226035732326395,Blazers
97.5761,2.1712047880435628,Blazers
97.20341,1.8916290324414144,Blazers
96.8323,1.2334079739953616,Blazers
96.63258,1.198082259206566,Blazers
96.6407,1.428596528768292,Blazers
96.66358,2.0360739950284907,Blazers
96.7627,2.1862187310470924,Blazers
96.9458,2.086816923966432,Blazers
97.21941,1.9276896149668172,Blazers
97.52456,1.7524102240814514,Blazers
97.77238,2.165575362670835,Blazers
97.93935,2.1703989090002462,Blazers
98.14481,2.1850102441060737,Blazers
98.32935,1.841288711401176,Blazers
98.50545,1.502057138690959,Blazers
98.58678,1.2130962022100955,Blazers
98.48763,1.4419993769331008,Blazers
98.32858,2.145263590885569,Blazers
98.22819,2.085608437025413,Blazers
98.33882,2.075488388410091,Blazers
98.66457,1.8266767130474355,Blazers
99.00814,1.6168768231686772,Blazers
99.19379,1.826274105149733,Blazers
99.2499,1.8709146527584464,Blazers
99.17113,1.9451811417244305,Blazers
99.02784,1.6660086572678967,Blazers
98.94792,1.088086784306171,Blazers
98.92973,0.9436411584711816,Blazers
98.96976,1.3222864613150862,Blazers
99.04605,2.1939928170870857,Blazers
99.12044,2.463851131971615,Blazers
99.1316,2.240245122782434,Blazers
99.0723,1.7369923466843935,Blazers
100.8491,-0.7420377710051854,Mini
100.8355,-0.7107008569820629,Mini
100.7913,-1.0242633424850434,Mini
100.7505,-0.9877866457521058,Mini
100.7282,-0.9513099490191684,Mini
100.7717,-0.4042078007396566,Mini
100.8285,-0.9513099490191684,Mini
100.8303,-0.465706299742799,Mini
100.8061,-1.097216735950918,Mini
100.81,-0.3080360375488876,Mini
100.8644,-1.097216735950918,Mini
100.9582,-0.9877866457521058,Mini
101.0323,-0.5613344873326069,Mini
101.011,-1.2066507948905347,Mini
100.8773,-0.844614601159062,Mini
100.7314,-0.8382493870777128,Mini
100.6746,-0.7716612076931871,Mini
100.7139,-0.4601270762492577,Mini
100.6771,-1.0607400392179809,Mini
100.4738,-0.0888867160729652,Mini
100.2284,-0.3532908594404531,Mini
100.2087,-0.1523197999345805,Mini
100.4345,-0.289916403749739,Mini
100.7531,-0.5692781856681841,Mini
100.9735,-0.7260381148755617,Mini
101.0192,-0.5636891680244803,Mini
100.9796,-0.926303600708942,Mini
100.8748,-0.2453407610369809,Mini
100.7045,-0.3724257766878458,Mini
100.6121,-0.3901750807203624,Mini
100.5865,-0.3695033398891767,Mini
100.6138,0.061818609634461,Mini
100.7571,-0.4421038682381763,Mini
100.9613,0.2344357060098948,Mini
101.0749,-0.1060580241573882,Mini
101.1291,-0.0105003316956726,Mini
101.1371,-0.563765978068505,Mini
101.0739,-0.3659981134270962,Mini
100.9943,-0.1890442693783219,Mini
100.9702,-0.0968980088054233,Mini
100.9881,-0.3123345419213478,Mini
100.9631,0.1511653085370067,Mini
100.9196,-0.2137086731369258,Mini
100.7676,-0.2480431192267908,Mini
100.5712,-0.1595987333667991,Mini
100.3328,-0.0075661228457248,Mini
100.0589,-0.2787122195079359,Mini
99.8483,-0.3556564527505289,Mini
99.63045,-0.2040346776980668,Mini
99.32162,-0.303565448338388,Mini
98.95058,-0.4155668879017649,Mini
98.49242,-0.3843502052470997,Mini
98.04234,-0.4286098462164037,Mini
97.69081,-0.4154642528853011,Mini
97.58231,-0.3210647413284538,Mini
97.66558,-0.2331981094287785,Mini
97.67867,-0.1712355090155567,Mini
97.41298,-0.0768905736242867,Mini
97.16837,-0.2745178360120882,Mini
97.03234,-0.2980353947303865,Mini
96.9688,-0.3365966666437526,Mini
96.97824,-0.3858186993881484,Mini
97.20629,-0.1043463181189536,Mini
97.66534,-0.2402222256925791,Mini
98.12306,-0.348437126171997,Mini
98.46567,-0.2199508504213806,Mini
98.68877,-0.4056375585217388,Mini
98.89773,-0.4006136378445345,Mini
99.11938,-0.0410931149908793,Mini
99.21873,-0.2538845051276235,Mini
99.24712,0.3012260066922982,Mini
99.30729,-0.4466235545695542,Mini
99.37518,-0.3253355067630665,Mini
99.39132,-0.5401548991739306,Mini
99.38895,-0.3607699248632049,Mini
99.36604,-0.3761360825640497,Mini
99.31453,-0.057445512482192,Mini
99.26768,1.304577408260014,Mini
99.21994,-0.2711128298568211,Mini
99.23846,-0.3556266340614618,Mini
99.2652,-0.438769530801033,Mini
99.30903,-0.1961708313185469,Mini
99.38902,-0.178632702558125,Mini
99.42262,-0.1455467998468402,Mini
99.38183,-0.4138861129581497,Mini
99.27272,-0.4667342839818851,Mini
99.04582,-0.4591217353155077,Mini
98.91441,-0.4544763639436587,Mini
98.90597,-0.3992002961916687,Mini
98.82299,-0.4194297862302899,Mini
98.58913,-0.4059212426914304,Mini
98.31213,-0.4813777568860817,Mini
98.20346,-0.3042513865684554,Mini
98.21943,-0.0575113010356447,Mini
98.35287,-0.3090206403221811,Mini
98.53907,-0.2001183230675712,Mini
98.7452,-0.491596529893626,Mini
98.89159,-0.3393707806092208,Mini
98.95768,-0.3759242624103591,Mini
98.95599,-0.2489312531685429,Mini
98.92139,-0.3856831962203962,Mini
98.82849,-0.2954185766070453,Mini
98.77732,-0.2332072168355793,Mini
98.77785,-0.3069860055488367,Mini
98.82154,-0.2705179555738243,Mini
98.88181,-0.2717739957191372,Mini
98.89039,-0.2709137006361307,Mini
98.8409,-0.2296516245396411,Mini
98.90736,-0.4713584834225918,Mini
99.02441,-0.6273308912461613,Mini
99.13401,-0.5335440835713072,Mini
99.24032,-0.4692263502796115,Mini
99.38569,-0.454148922951411,Mini
99.51501,-0.3373660399592144,Mini
99.6199,-0.4226283789087658,Mini
99.63353,-0.3277052289083033,Mini
99.58079,-0.4757916643173863,Mini
99.50854,-0.3460254048884141,Mini
99.53588,-0.2280041783961902,Mini
99.62159,-0.3552191927790091,Mini
99.67623,-0.2800053215925248,Mini
99.72331,-0.33474704181739,Mini
99.81053,-0.4648575196053128,Mini
99.91844,-0.2913947932447681,Mini
99.9707,-0.2926711763681519,Mini
99.98325,-0.0755190587985005,Mini
99.96016,-0.250715066258058,Mini
99.94144,-0.0568828993866286,Mini
99.95289,-0.3022521528886406,Mini
100.0072,-0.2254019982300985,Mini
100.1152,-0.4204729692504307,Mini
100.3015,-0.2383382773531984,Mini
100.5061,-0.3652717047171514,Mini
100.6415,-0.5754583084488238,Mini
100.7004,-0.2907947474897025,Mini
100.6971,-0.4749449313790787,Mini
100.6304,-0.3169545484559696,Mini
100.5792,-0.4808200898185417,Mini
100.4717,-0.454371222981507,Mini
100.3844,-0.1928639479224057,Mini
100.3574,-0.2649404194375418,Mini
100.4646,-0.2549352997021685,Mini
100.6011,-0.3242391126135661,Mini
100.6466,-0.2361313409915073,Mini
100.578,-0.4439860985790486,Mini
100.4687,-0.606361437786283,Mini
100.4043,-0.4584964734542249,Mini
100.4072,-0.3650286585795483,Mini
100.4591,-0.4207257297586897,Mini
100.4482,-0.517313989741817,Mini
100.369,-0.44306258057254,Mini
100.353,-0.5854253131265693,Mini
100.3886,-0.4756849851258474,Mini
100.4265,-0.2770926549970832,Mini
100.4984,-0.4182600822984449,Mini
100.5551,-0.3237493792927208,Mini
100.5492,-0.3906146668684488,Mini
100.5726,-0.4593051995752476,Mini
100.6716,-0.4097582562464519,Mini
100.7779,-0.3644548659021818,Mini
100.8479,-0.4375644257756584,Mini
100.8715,-0.4890008837014272,Mini
100.9022,-0.2328588639760419,Mini
100.9646,-0.4748594995529527,Mini
101.0394,-0.3340490718690534,Mini
101.1279,-0.3029289837119071,Mini
101.1537,-0.3232811882263818,Mini
101.1465,-0.2711481903413208,Mini
101.1462,-0.4178556904782136,Mini
101.1635,-0.4485247907593587,Mini
101.1716,-0.468392308274304,Mini
101.1573,-0.3949142816519601,Mini
101.1505,-0.2214562333085359,Mini
101.1641,-0.3598343751384271,Mini
101.1837,-0.2908368312881346,Mini
101.1361,-0.3347167624794469,Mini
101.0653,-0.3392307726175175,Mini
100.9734,-0.2448530594004711,Mini
100.8683,-0.29747425237699,Mini
100.7913,-0.2719317003561263,Mini
100.7627,-0.5649371447954665,Mini
100.828,-0.449142039704762,Mini
100.9065,-0.4699119032950737,Mini
100.9201,-0.3800203185834997,Mini
100.8882,-0.3637902247540095,Mini
100.7932,-0.348564568499816,Mini
100.665,-0.3756306842822539,Mini
100.5145,-0.4284142599128825,Mini
100.4945,-0.2547939192408607,Mini
100.5689,-0.037325818239448,Mini
100.712,-0.3452894856422324,Mini
100.8151,-0.2505270897409803,Mini
100.7446,-0.4753913166722301,Mini
100.2593,-0.4373910561777187,Mini
99.21815,-0.7330346158222951,Mini
98.10604,-0.5222060811029802,Mini
97.75997,-0.390648194234468,Mini
97.96384,-0.247880418103331,Mini
98.23829,-0.2386866302127358,Mini
98.49018,-0.3234859901770468,Mini
98.70477,-0.2551350881375898,Mini
98.78632,0.0407697884476586,Mini
98.79976,-0.2925741386473918,Mini
98.91467,-0.3561169511627671,Mini
99.05409,-0.3544270360062788,Mini
99.32957,-0.1540414498830756,Mini
99.73615,-0.2859907924662079,Mini
100.0586,-0.1332383478181116,Mini
100.3027,0.0665418841456891,Mini
100.4537,-0.1672653569408481,Mini
100.3535,-0.0669356098906257,Mini
100.1148,0.0069200542163447,Mini
99.95164,0.3126449847188805,Mini
99.76938,0.6642454468498622,Mini
99.54403,0.4251867978339479,Mini
99.30601,0.5616323635843526,Mini
98.97307,0.186459099921378,Mini
98.51152,0.752714707163326,Mini
97.96985,0.8984809425868389,Mini
97.5761,1.0506086594376307,Mini
97.20341,0.9477260208715246,Mini
96.8323,0.8866404830585947,Mini
96.63258,1.0281140136612792,Mini
96.6407,1.090406293001533,Mini
96.66358,1.4249548992983232,Mini
96.7627,1.585699610337839,Mini
96.9458,1.3474874956943774,Mini
97.21941,1.3254419910630706,Mini
97.52456,1.238462834287278,Mini
97.77238,1.4386473677457987,Mini
97.93935,1.7119056263319437,Mini
98.14481,1.84774258989487,Mini
98.32935,1.704885446002875,Mini
98.50545,1.9283357698498949,Mini
98.58678,2.5207161124627038,Mini
98.48763,2.441686507892682,Mini
98.32858,2.5285032820143645,Mini
98.22819,3.0061662806249503,Mini
98.33882,2.462816665735289,Mini
98.66457,2.464415032715574,Mini
99.00814,1.991937779028528,Mini
99.19379,2.112404105439344,Mini
99.2499,2.510142659134634,Mini
99.17113,3.144859116524622,Mini
99.02784,3.1837106222147784,Mini
98.94792,3.176358027987249,Mini
98.92973,3.115902156052597,Mini
98.96976,2.9986194222394627,Mini
99.04605,3.596910998980432,Mini
99.12044,4.190257961294431,Mini
99.1316,3.167797763501256,Mini
